,Company,TypeName,Cpu,Ram,Gpu,OpSys,Weight,TouchScreen,IPS,ppi,Speed,HDD,SSD
333,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows,1.85,0,0,141.21199808219862,2.0,1000,0
334,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.5,0,0,141.21199808219862,2.8,0,256
335,HP,Notebook,Intel Core i5,8,Intel HD,Windows,1.48,0,0,157.3505121487356,2.6,0,256
336,Dell,Ultrabook,Intel Core i5,8,Nvidia GeForce,Windows,1.9,0,1,141.21199808219862,1.6,1000,128
337,HP,Notebook,Intel Core i5,8,Intel HD,Windows,1.84,0,0,141.21199808219862,2.5,0,256
338,Asus,Notebook,Intel Celeron Dual,4,Intel HD,Linux,2.0,0,0,100.45466986113651,1.1,1000,0
339,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.0,0,0,141.21199808219862,1.6,0,256
340,Dell,Notebook,Intel Celeron Dual,4,Intel HD,Linux,2.2,0,0,100.45466986113651,1.6,500,0
341,Lenovo,Notebook,AMD Processor,12,AMD Radeon,Windows,2.2,0,0,141.21199808219862,3.6,2000,0
342,HP,Notebook,Intel Core i3,8,Nvidia GeForce,Windows,2.1,0,1,141.21199808219862,2.4,1000,0
343,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel UHD,Windows,1.4,1,1,316.96506044349616,1.8,0,512
344,Dell,Ultrabook,Intel Core i7,8,Intel UHD,Windows,1.2,0,0,165.6321180513006,1.8,0,256
345,Lenovo,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.4,0,1,141.21199808219862,2.8,2000,256
346,HP,Notebook,Intel Celeron Dual,2,Intel HD,Windows,1.44,0,0,111.93520355955211,1.6,0,0
347,Dell,Ultrabook,Intel Core i7,16,Intel UHD,Windows,1.88,0,0,141.21199808219862,1.9,0,768
348,Asus,2 in 1 Convertible,Intel Celeron Dual,4,Intel HD,Windows,1.5,1,0,135.0942111925629,1.1,0,0
349,Dell,Ultrabook,Intel Core i5,8,AMD Radeon,Windows,1.9,0,0,141.21199808219862,1.6,1000,0
350,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,2.06,1,0,282.42399616439724,2.8,0,512
351,HP,Notebook,Intel Core i7,8,Intel HD,Windows,1.84,0,0,141.21199808219862,2.7,0,256
352,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.7,0,0,127.33567457123111,2.8,1000,128
353,HP,Workstation,Intel Core i7,8,Nvidia Quadro,Windows,2.6,0,0,141.21199808219862,2.8,0,256
354,Toshiba,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,2.4,0,1,141.21199808219862,2.5,0,512
355,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.02,0,0,141.21199808219862,1.8,2000,128
356,Lenovo,Notebook,Intel Celeron Dual,4,Intel HD,No OS,2.2,0,0,100.45466986113651,1.1,1000,0
357,Dell,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.65,0,0,141.21199808219862,2.5,1000,0
358,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,2.36,1,0,100.45466986113651,2.5,2000,0
359,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.36,0,0,157.3505121487356,2.6,0,256
360,HP,Notebook,Intel Core i3,4,Intel HD,Windows,1.86,0,0,100.45466986113651,2.0,500,0
361,Asus,Notebook,Intel Core i5,8,Intel HD,Windows,2.0,0,0,157.3505121487356,2.5,0,256
362,Lenovo,Notebook,Intel Core i5,6,Nvidia GeForce,Windows,2.8,0,0,106.11306214269258,2.5,1000,128
363,HP,Notebook,Intel Core i5,8,Intel HD,Windows,1.86,0,0,141.21199808219862,2.5,1000,0
364,Lenovo,Notebook,Intel Core i3,8,Nvidia GeForce,No OS,2.2,0,0,100.45466986113651,2.0,0,256
365,HP,Notebook,Other Intel Processor,8,Intel HD,Windows,2.04,0,0,100.45466986113651,1.6,2000,0
366,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.8,0,0,127.33567457123111,1.6,1000,128
367,Lenovo,Gaming,Intel Core i5,8,Nvidia GeForce,No OS,2.4,0,1,141.21199808219862,2.5,1000,128
368,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.33,0,0,141.21199808219862,2.7,0,256
369,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.36,0,1,157.3505121487356,2.7,0,256
370,Asus,2 in 1 Convertible,Intel Core i7,12,Nvidia GeForce,Windows,2.26,1,0,141.21199808219862,2.7,2000,512
371,Acer,Notebook,AMD Processor,4,AMD Radeon,Windows,2.1,0,0,100.45466986113651,3.0,0,128
372,Asus,Gaming,AMD Processor,16,AMD Radeon,Windows,3.25,0,1,127.33567457123111,3.0,1000,256
373,Lenovo,Notebook,AMD Processor,4,AMD Radeon,Windows,2.6,0,0,106.11306214269258,2.2,0,128
374,Dell,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows,1.62,1,0,165.6321180513006,1.8,0,256
375,HP,Notebook,AMD Processor,4,AMD Radeon,Windows,1.91,0,0,141.21199808219862,3.0,0,256
376,Lenovo,Netbook,Other Intel Processor,4,Intel HD,Windows,1.59,0,1,135.0942111925629,1.1,0,128
377,Dell,Notebook,Intel Celeron Dual,4,Intel HD,Windows,1.8,0,0,100.45466986113651,1.6,500,0
378,Asus,Notebook,Intel Celeron Dual,4,Intel HD,Windows,1.5,0,0,111.93520355955211,1.1,0,0
379,Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux,2.4,0,0,141.21199808219862,2.8,1000,0
380,HP,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,3.35,0,1,127.33567457123111,2.8,1000,128
381,Lenovo,Notebook,Intel Core i3,4,Intel HD,No OS,1.85,0,0,141.21199808219862,2.0,0,128
382,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.3,0,1,141.21199808219862,2.8,1000,128
383,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,1.5,0,1,157.3505121487356,2.5,0,256
384,Asus,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.1,1,0,165.6321180513006,2.7,0,512
385,Lenovo,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.13,0,1,209.8006828649808,2.7,0,512
386,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows,1.5,0,1,165.6321180513006,2.4,0,128
387,Dell,Workstation,Intel Core i5,8,Other,Windows,2.23,0,0,141.21199808219862,2.6,500,0
388,Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows,2.0,0,1,141.21199808219862,2.7,0,256
389,Lenovo,2 in 1 Convertible,Intel Core i7,16,Intel HD,Windows,1.42,1,0,209.8006828649808,2.7,0,512
390,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,3.0,0,0,127.33567457123111,2.8,1000,0
391,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,3.0,0,0,127.33567457123111,2.8,1000,256
392,Acer,Notebook,Intel Core i5,12,Nvidia GeForce,Windows,2.2,0,1,100.45466986113651,1.6,1000,0
393,MSI,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.7,0,0,127.33567457123111,2.8,0,256
394,Dell,Notebook,Intel Core i7,8,AMD Radeon,Linux,2.33,0,0,141.21199808219862,2.7,0,256
395,HP,Ultrabook,AMD Processor,4,AMD Radeon,Windows,1.91,0,0,141.21199808219862,3.0,0,256
396,Lenovo,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.1,0,1,141.21199808219862,1.8,0,256
397,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,1.9,0,1,157.3505121487356,2.5,0,256
398,Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows,1.78,1,0,282.42399616439724,2.8,0,256
399,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.13,0,1,209.8006828649808,2.7,0,1000
400,Lenovo,Notebook,Intel Celeron Dual,4,Intel HD,Windows,2.2,0,0,100.45466986113651,1.1,1000,0
401,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.9,0,0,127.33567457123111,2.8,1000,256
402,Lenovo,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.1,0,1,141.21199808219862,1.6,1000,256
403,Acer,Notebook,Intel Core i7,8,Nvidia GeForce,Linux,2.5,0,0,141.21199808219862,2.8,0,256
404,MSI,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,2.8,0,0,127.33567457123111,2.8,1000,256
405,Asus,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.1,0,0,157.3505121487356,2.7,0,512
406,Toshiba,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.2,0,0,165.6321180513006,2.5,0,512
407,Dell,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.36,0,0,157.3505121487356,2.8,0,512
408,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows,2.2,0,0,141.21199808219862,2.0,500,0
409,Lenovo,Notebook,Intel Celeron Dual,2,Intel HD,Windows,1.15,0,0,135.0942111925629,1.1,0,0
410,Lenovo,Workstation,Intel Core i7,8,Nvidia Quadro,Windows,2.67,0,0,141.21199808219862,2.8,0,512
411,Lenovo,Ultrabook,Intel Core i7,8,Nvidia GeForce,Windows,1.7,0,1,209.8006828649808,2.8,0,512
412,HP,Notebook,Intel Core i3,4,AMD Radeon,Windows,2.1,0,0,141.21199808219862,2.0,1000,0
413,Acer,2 in 1 Convertible,Intel Core i7,8,Intel HD,Windows,1.6,1,1,165.6321180513006,2.5,0,256
414,Asus,2 in 1 Convertible,Intel Core i5,8,Intel HD,Windows,1.27,1,1,165.6321180513006,2.5,0,256
415,Dell,Notebook,Intel Core i5,4,AMD Radeon,Linux,2.3,0,0,141.21199808219862,2.5,0,256
416,Dell,Notebook,Intel Core i3,4,Intel HD,Windows,1.65,0,0,117.82653006268643,2.0,0,128
417,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.43,0,0,157.3505121487356,2.5,0,256
418,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,2.14,0,0,100.45466986113651,2.5,1000,0
419,Lenovo,Ultrabook,Intel Core i7,8,AMD Radeon,Windows,1.75,0,1,157.3505121487356,1.8,0,256
420,Lenovo,2 in 1 Convertible,Intel Core i7,16,Nvidia GeForce,Windows,2.0,1,1,282.42399616439724,2.8,0,512
421,Chuwi,Notebook,Other Intel Processor,6,Intel HD,Windows,1.4,0,1,267.3384360344031,1.1,0,0
422,HP,Notebook,Intel Core i7,8,Intel HD,Windows,2.31,0,0,141.21199808219862,2.9,0,256
423,Asus,Notebook,Intel Core i3,8,Nvidia GeForce,Linux,2.3,0,0,141.21199808219862,2.4,1000,0
424,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.42,0,1,169.78089942830815,2.9,1000,256
425,Dell,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.62,0,1,141.21199808219862,2.8,1000,128
426,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.02,0,0,141.21199808219862,1.8,2000,256
427,Dell,Ultrabook,Intel Core i7,8,Intel HD,Linux,1.6,0,0,157.3505121487356,2.8,0,256
428,HP,Gaming,Intel Core i7,12,Nvidia GeForce,Windows,3.35,0,0,127.33567457123111,2.8,1000,256
429,Mediacom,2 in 1 Convertible,Intel Celeron Dual,4,Intel HD,Windows,1.16,1,1,189.90579052433606,1.1,0,32
430,Samsung,Netbook,Intel Celeron Dual,4,Intel HD,Other,1.15,0,0,135.0942111925629,1.6,0,0
431,Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows,1.4,0,1,165.6321180513006,2.7,0,256
432,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows,1.7,0,1,157.3505121487356,2.7,0,128
433,Lenovo,Workstation,Intel Core i7,16,Nvidia GeForce,Windows,2.3,0,1,282.42399616439724,2.8,0,512
434,Lenovo,Notebook,Intel Core i7,16,Nvidia Quadro,Windows,2.5,0,0,141.21199808219862,2.9,0,512
435,Asus,Gaming,AMD Processor,8,AMD Radeon,Windows,3.2,0,0,127.33567457123111,3.2,1000,256
436,HP,Notebook,Intel Celeron Dual,4,Intel HD,Windows,2.1,0,0,100.45466986113651,1.6,500,0
437,Google,Ultrabook,Intel Core i7,16,Intel HD,Other,1.1,1,0,234.50740003017813,1.3,0,512
438,Lenovo,Ultrabook,Intel Core i7,24,Intel HD,Windows,1.32,0,0,209.8006828649808,2.7,0,512
439,Asus,Notebook,Intel Core i5,4,Intel HD,Linux,2.0,0,0,141.21199808219862,2.5,0,256
440,Lenovo,Notebook,AMD Processor,8,AMD Radeon,Windows,2.8,0,0,106.11306214269258,2.5,1000,0
441,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows,2.2,0,0,141.21199808219862,1.6,0,256
442,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.36,0,1,176.23257360658386,2.5,0,256
443,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows,2.2,0,0,141.21199808219862,1.1,0,128
444,HP,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,2.2,0,1,141.21199808219862,2.8,1000,128
445,Dell,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,1.64,0,0,157.3505121487356,2.8,0,256
446,Acer,Notebook,Intel Core i5,4,Intel HD,Linux,2.4,0,0,100.45466986113651,2.5,500,0
447,Dell,Workstation,Other Intel Processor,8,Nvidia Quadro,Windows,2.23,0,0,141.21199808219862,3.0,1000,0
448,MSI,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.5,0,256
449,Microsoft,Ultrabook,Intel Core i7,16,Intel Iris,Windows,1.25,1,0,200.84255993695703,2.5,0,512
450,HP,Notebook,Intel Core i5,8,Intel HD,Windows,1.91,0,0,100.45466986113651,2.5,0,128
451,Dell,Workstation,Intel Core i7,16,Nvidia Quadro,Windows,2.17,0,1,141.21199808219862,2.7,0,256
452,HP,Workstation,Intel Core i7,8,Intel HD,Windows,2.31,0,1,141.21199808219862,2.9,0,512
453,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,1.65,0,0,157.3505121487356,2.5,0,256
454,Dell,Notebook,Intel Core i7,8,AMD Radeon,Windows,2.36,0,0,141.21199808219862,1.8,1000,128
455,Dell,2 in 1 Convertible,Other Intel Processor,4,Intel HD,Windows,1.47,1,0,135.0942111925629,1.6,500,0
456,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,4.42,0,1,127.33567457123111,2.7,1000,0
457,Microsoft,Ultrabook,Other Intel Processor,4,Intel HD,Windows,1.252,1,0,200.84255993695703,2.2,0,128
458,Microsoft,Ultrabook,Intel Core i7,8,Intel Iris,Windows,1.25,1,0,200.84255993695703,2.5,0,256
459,HP,Notebook,Intel Core i3,8,Intel HD,Windows,2.5,0,0,106.11306214269258,2.0,0,256
460,Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows,2.23,0,0,141.21199808219862,2.0,1000,0
461,Acer,Netbook,Intel Celeron Dual,4,Intel HD,Windows,1.4,0,0,135.0942111925629,1.6,0,128
462,Asus,Notebook,Intel Core i5,8,Intel HD,Windows,2.37,0,0,141.21199808219862,2.5,1000,0
463,Lenovo,Notebook,Intel Core i7,8,AMD Radeon,No OS,1.5,0,1,157.3505121487356,2.7,0,512
464,Lenovo,Notebook,Intel Core i7,8,Nvidia Quadro,Windows,2.67,0,0,141.21199808219862,2.9,0,256
465,Asus,Notebook,Other Intel Processor,4,Intel HD,Windows,2.0,0,0,100.45466986113651,1.1,500,0
466,Acer,Notebook,Intel Core i3,4,Nvidia GeForce,Windows,2.2,0,0,100.45466986113651,2.0,500,0
467,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.02,0,0,141.21199808219862,1.6,2000,0
468,HP,Gaming,Intel Core i7,12,Nvidia GeForce,Windows,3.78,0,1,127.33567457123111,2.8,1000,0
469,Lenovo,Ultrabook,Intel Core i7,12,Intel HD,Windows,1.4,0,1,209.8006828649808,2.6,0,256
470,HP,2 in 1 Convertible,Intel Core i7,8,Intel UHD,Windows,1.29,1,1,331.2642361026012,1.8,0,512
471,HP,Notebook,Intel Core i5,8,Other,Windows,1.9,0,0,141.21199808219862,2.5,500,0
472,Google,Ultrabook,Intel Core i5,8,Intel HD,Other,1.1,1,0,234.50740003017813,1.2,0,128
473,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows,1.42,1,0,165.6321180513006,1.6,0,256
474,Asus,Notebook,Intel Core i7,12,Intel HD,Windows,2.06,0,1,282.42399616439724,2.6,1000,128
475,Dell,Notebook,Intel Core i3,8,Intel HD,Windows,1.79,0,0,111.93520355955211,2.3,0,128
476,Dell,Workstation,Intel Core i7,8,Nvidia Quadro,Windows,1.78,0,0,141.21199808219862,2.8,0,256
477,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,1.7,0,0,157.3505121487356,2.5,0,180
478,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.2,0,0,141.21199808219862,1.6,1000,0
479,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows,1.05,0,1,165.6321180513006,2.5,0,256
480,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.16,0,1,141.21199808219862,1.8,0,512
481,Dell,Notebook,Intel Core i3,4,Intel HD,Windows,2.18,0,0,100.45466986113651,2.4,1000,0
482,HP,Notebook,Intel Core i5,4,Intel UHD,Windows,1.49,0,1,165.6321180513006,1.6,0,128
483,Chuwi,Notebook,Other Intel Processor,4,Intel HD,Windows,1.89,0,0,141.21199808219862,1.44,0,0
484,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows,2.3,0,0,100.45466986113651,2.0,0,128
485,Lenovo,Notebook,Intel Core i5,8,Intel UHD,Windows,1.75,0,1,157.3505121487356,1.6,0,256
486,Dell,Workstation,Intel Core i7,16,Nvidia Quadro,Windows,2.17,0,1,141.21199808219862,2.7,0,512
487,Dell,Notebook,Intel Core i7,16,Nvidia GeForce,Windows,2.06,0,0,141.21199808219862,2.8,0,512
488,Lenovo,Ultrabook,Intel Core i7,16,Intel HD,Windows,1.36,0,1,176.23257360658386,2.7,0,512
489,Asus,Ultrabook,Intel Core i7,16,Intel HD,Windows,0.91,0,0,176.23257360658386,2.7,0,512
490,Lenovo,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.3,0,1,141.21199808219862,2.5,0,256
491,Toshiba,Ultrabook,Intel Core i7,32,Intel HD,Windows,1.05,1,0,165.6321180513006,2.7,0,512
492,Asus,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,1.99,0,0,141.21199808219862,2.8,1000,128
493,Acer,Notebook,AMD Processor,8,AMD Radeon,Windows,2.2,0,0,100.45466986113651,2.5,1000,0
494,Asus,Gaming,Intel Core i7,24,Nvidia GeForce,Windows,4.33,1,1,127.33567457123111,2.6,1000,256
495,Lenovo,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.3,0,1,125.36742798669837,2.3,0,180
496,Lenovo,Notebook,Intel Core i7,8,Intel UHD,Windows,2.17,0,0,141.21199808219862,1.8,0,256
497,HP,Notebook,Intel Core i7,8,Intel HD,Windows,1.48,0,0,157.3505121487356,2.8,0,1000
498,Lenovo,Notebook,Intel Core i3,8,Intel HD,Windows,1.4,0,1,165.6321180513006,2.4,0,256
499,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,2.3,0,1,141.21199808219862,2.5,0,256
500,Asus,Netbook,Intel Celeron Dual,4,Intel HD,Windows,1.2,0,0,135.0942111925629,1.1,0,0
501,HP,Notebook,Intel Core i5,8,AMD Radeon,Windows,1.91,0,0,100.45466986113651,2.5,0,256
502,Lenovo,2 in 1 Convertible,Intel Core i5,8,Intel UHD,Windows,1.4,1,1,158.48253022174808,1.6,0,256
503,Lenovo,Notebook,Intel Celeron Dual,4,Intel HD,Windows,2.1,0,0,111.93520355955211,1.1,500,0
504,Lenovo,Netbook,Intel Celeron Dual,4,Intel HD,Other,1.25,0,0,135.0942111925629,1.6,0,16
505,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,1.44,0,0,165.6321180513006,2.5,0,256
506,Asus,Notebook,Intel Core i7,8,Intel HD,Windows,2.0,0,0,141.21199808219862,2.7,1000,256
507,Acer,Notebook,Intel Core i5,4,Nvidia GeForce,Windows,2.2,0,1,141.21199808219862,1.6,1000,0
508,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.34,0,1,165.6321180513006,2.7,0,512
509,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,No OS,2.4,0,1,141.21199808219862,2.8,1000,256
510,Dell,Ultrabook,Intel Core i5,8,Intel HD,Windows,1.29,1,1,165.6321180513006,2.5,0,128
511,Acer,Notebook,Intel Core i7,4,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.7,500,0
512,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,2.18,0,0,141.21199808219862,2.5,1000,0
513,Dell,Notebook,Intel Core i7,16,AMD Radeon,Windows,2.2,0,0,141.21199808219862,1.8,2000,256
514,Xiaomi,Notebook,Intel Core i7,16,Nvidia GeForce,No OS,1.95,0,1,141.21199808219862,1.8,0,256
515,Asus,Netbook,Intel Celeron Dual,2,Intel HD,Windows,1.1,0,0,135.0942111925629,1.1,0,0
516,HP,Notebook,Intel Core i5,4,Intel UHD,Windows,2.04,1,0,100.45466986113651,1.6,1000,0
517,Asus,Gaming,Intel Core i7,24,Nvidia GeForce,Windows,2.24,0,0,141.21199808219862,2.8,0,512
518,HP,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.04,0,0,141.21199808219862,2.5,0,256
519,Asus,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,3.0,0,0,127.33567457123111,2.8,1000,256
520,Lenovo,Gaming,Intel Core i7,8,Nvidia GeForce,Windows,3.2,0,1,141.21199808219862,2.8,1000,256
521,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.32,0,1,165.6321180513006,2.7,0,256
522,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.64,0,0,157.3505121487356,2.6,0,256
523,HP,Notebook,Intel Core i3,4,Intel HD,Windows,1.63,0,0,100.45466986113651,2.0,0,128
524,Dell,Notebook,Intel Core i5,8,AMD Radeon,Linux,2.8,0,1,127.33567457123111,1.6,1000,128
525,Lenovo,Notebook,Intel Core i5,8,Intel HD,Windows,2.02,0,0,157.3505121487356,2.3,0,256
526,Lenovo,Notebook,Intel Core i7,4,Nvidia GeForce,Windows,2.2,0,0,141.21199808219862,2.7,1000,0
527,Lenovo,Notebook,Intel Core i3,8,Nvidia GeForce,No OS,2.2,0,0,100.45466986113651,2.0,2000,0
528,Dell,Notebook,Intel Core i5,4,AMD Radeon,Windows,2.3,0,0,141.21199808219862,2.5,500,0
529,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.9,0,0,141.21199808219862,2.8,0,256
530,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.42,0,1,127.33567457123111,2.8,1000,128
531,Toshiba,Notebook,Intel Core i5,8,Intel HD,Windows,2.0,0,1,141.21199808219862,2.5,500,0
532,Asus,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.0,0,1,282.42399616439724,2.7,1000,256
533,Mediacom,Notebook,Other Intel Processor,4,Intel HD,Windows,1.2,0,1,165.6321180513006,1.1,0,32
534,Asus,Gaming,Intel Core i5,8,Nvidia GeForce,Windows,2.3,0,1,141.21199808219862,2.5,1000,128
535,Dell,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,1.93,0,0,141.21199808219862,2.8,0,256
536,Dell,Notebook,Intel Core i5,8,AMD Radeon,Windows,2.2,0,0,141.21199808219862,1.6,0,256
537,HP,Notebook,Other Intel Processor,4,Intel HD,Windows,1.86,0,0,141.21199808219862,1.6,0,256
538,HP,Gaming,Intel Core i7,12,Nvidia GeForce,Windows,2.62,0,0,127.33567457123111,2.8,1000,0
539,Lenovo,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,1.87,0,1,157.3505121487356,2.7,0,256
540,Dell,Ultrabook,Intel Core i7,8,Intel UHD,Windows,1.2,1,0,276.053530085501,1.8,0,256
541,Dell,Notebook,Intel Core i3,4,Intel HD,Windows,1.6,0,0,157.3505121487356,2.0,0,128
542,HP,Ultrabook,Intel Core i7,8,Intel HD,Windows,1.34,0,1,276.053530085501,2.7,0,256
543,Acer,Gaming,Intel Core i5,8,Nvidia GeForce,Linux,2.4,0,0,141.21199808219862,2.5,1000,0
544,Asus,Notebook,AMD Processor,4,AMD Radeon,Windows,2.0,0,0,100.45466986113651,1.8,500,0
545,HP,Notebook,Intel Core i3,4,Intel HD,Windows,2.1,0,0,141.21199808219862,2.4,0,128
546,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows,1.87,0,0,157.3505121487356,2.5,500,0
547,Lenovo,Notebook,Intel Core i5,4,Intel HD,No OS,2.15,0,0,141.21199808219862,2.3,1000,0
548,HP,Notebook,Intel Core i3,4,Intel HD,Windows,1.86,0,0,141.21199808219862,2.0,500,0
549,Lenovo,Notebook,Intel Core i7,8,Intel HD,Windows,1.99,0,1,141.21199808219862,2.7,0,512
550,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows,2.2,0,0,141.21199808219862,2.0,0,128
551,Dell,Notebook,Intel Core i5,8,Intel HD,Windows,1.9,0,0,141.21199808219862,2.5,0,256
552,Dell,Gaming,Intel Core i7,16,Nvidia GeForce,Windows,4.42,0,1,127.33567457123111,2.8,1000,256
553,HP,Notebook,Intel Core i3,8,Intel HD,Windows,2.65,0,0,106.11306214269258,2.0,1000,0
554,HP,Notebook,Intel Core i7,8,Nvidia GeForce,Windows,2.63,0,0,127.33567457123111,2.7,1000,0
555,Asus,Notebook,Intel Celeron Dual,4,Intel HD,Linux,2.0,0,0,100.45466986113651,1.1,500,0
556,Mediacom,Notebook,Other Intel Processor,4,Intel HD,Windows,1.35,0,1,165.6321180513006,1.44,0,0
557,Lenovo,Notebook,Intel Core i7,6,Nvidia GeForce,Windows,2.8,0,0,106.11306214269258,2.7,1000,128
558,HP,Notebook,AMD Processor,6,AMD Radeon,Windows,1.91,0,1,141.21199808219862,2.5,0,128
559,Dell,Notebook,Intel Core i3,4,AMD Radeon,Windows,2.18,0,0,100.45466986113651,2.0,1000,0
560,Acer,2 in 1 Convertible,Intel Celeron Dual,4,Intel HD,Windows,1.25,1,1,189.90579052433606,2.0,0,0
561,Lenovo,Notebook,Intel Core i3,4,Intel HD,Windows,2.05,0,0,141.21199808219862,2.7,0,128
562,HP,Ultrabook,Other Intel Processor,16,Intel HD,Windows,1.16,1,1,276.053530085501,1.2,0,512
563,Lenovo,Notebook,Intel Core i7,8,Nvidia Quadro,Windows,3.4,0,1,127.33567457123111,2.8,0,256
564,Asus,Notebook,Intel Core i5,8,Nvidia GeForce,Windows,2.5,0,0,141.21199808219862,2.5,1000,128
565,Dell,Ultrabook,Intel Core i5,8,Intel UHD,Windows,1.21,1,1,331.2642361026012,1.6,0,128
566,Dell,Notebook,Intel Core i5,4,Intel HD,Windows,1.93,0,0,100.45466986113651,2.6,500,0
567,Fujitsu,Notebook,Intel Core i5,8,Intel HD,Windows,2.2,0,0,100.45466986113651,2.5,1000,0
568,Lenovo,Notebook,Other Intel Processor,4,Intel HD,Windows,2.2,0,0,141.21199808219862,1.1,500,0
569,Lenovo,Notebook,Intel Core i5,4,Intel HD,Windows,2.02,0,0,111.93520355955211,2.5,500,0
570,HP,Workstation,Intel Core i5,8,Nvidia Quadro,Windows,3.14,0,0,106.11306214269258,2.8,500,0
571,HP,Notebook,Other Intel Processor,8,Intel HD,Windows,1.94,0,0,111.93520355955211,1.6,2000,0
